name,content,rater_id,natural_rating,abstract_rating,condition,sentence_source,stimuli_type,gender,age,model_batch,im_r,im_i,choices_r,choices_i,targets_r,targets_i
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",812,2.0,3.0,n,wikipedia,backtranslated,Female,53.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",796,3.0,3.0,n,wikipedia,backtranslated,Male,25.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",797,4.0,1.0,n,wikipedia,backtranslated,Female,64.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",810,3.0,2.0,n,wikipedia,backtranslated,Female,34.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",799,3.0,1.0,n,wikipedia,backtranslated,Female,35.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",801,1.0,1.0,n,wikipedia,backtranslated,Male,57.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",806,2.0,1.0,n,wikipedia,backtranslated,Female,48.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",811,2.0,3.0,n,wikipedia,backtranslated,Female,31.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",800,4.0,1.0,n,wikipedia,backtranslated,Female,43.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",807,1.0,4.0,n,wikipedia,backtranslated,Male,45.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",803,2.0,2.0,n,wikipedia,backtranslated,Male,46.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",804,2.0,2.0,n,wikipedia,backtranslated,Male,45.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",822,1.0,2.0,relevant,wikipedia,backtranslated,Female,40.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",816,1.0,2.0,relevant,wikipedia,backtranslated,Female,57.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",825,2.0,3.0,relevant,wikipedia,backtranslated,Female,33.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",828,4.0,1.0,relevant,wikipedia,backtranslated,Female,41.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",813,3.0,3.0,relevant,wikipedia,backtranslated,Female,37.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",815,1.0,3.0,relevant,wikipedia,backtranslated,Male,78.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",827,2.0,2.0,relevant,wikipedia,backtranslated,Male,70.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",817,1.0,2.0,relevant,wikipedia,backtranslated,Male,78.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",819,2.0,3.0,relevant,wikipedia,backtranslated,Female,48.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",820,3.0,3.0,relevant,wikipedia,backtranslated,Female,45.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",826,2.0,2.0,relevant,wikipedia,backtranslated,Male,41.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",823,1.0,3.0,relevant,wikipedia,backtranslated,Male,39.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",814,3.0,2.0,relevant,wikipedia,backtranslated,Male,41.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",818,2.0,2.0,relevant,wikipedia,backtranslated,Male,55.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",824,3.0,3.0,relevant,wikipedia,backtranslated,Male,27.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr51,"In response, the additional deployment of troops and 170 000 troops in the course of the year 2007 wave, who have contributed to the stabilisation of the country.",821,2.0,3.0,relevant,wikipedia,backtranslated,Male,54.0,batch1,im51,im66,"the soldiers facing forward,the helicopter on the left,the trucks","the hourglass,the lock,the surveilance camera on the right",the soldiers facing forward,the lock
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",785,1.0,3.0,irrelevant,wikipedia,backtranslated,Female,62.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",786,2.0,3.0,irrelevant,wikipedia,backtranslated,Male,55.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",789,3.0,2.0,irrelevant,wikipedia,backtranslated,Female,31.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",781,2.0,3.0,irrelevant,wikipedia,backtranslated,Female,58.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",780,2.0,2.0,irrelevant,wikipedia,backtranslated,Female,57.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",783,2.0,3.0,irrelevant,wikipedia,backtranslated,Female,30.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",788,1.0,1.0,irrelevant,wikipedia,backtranslated,Male,49.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",791,2.0,3.0,irrelevant,wikipedia,backtranslated,Male,31.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",779,1.0,3.0,irrelevant,wikipedia,backtranslated,Male,56.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",793,2.0,2.0,irrelevant,wikipedia,backtranslated,Male,54.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",792,2.0,2.0,irrelevant,wikipedia,backtranslated,Male,59.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",787,1.0,4.0,irrelevant,wikipedia,backtranslated,Female,71.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",790,1.0,3.0,irrelevant,wikipedia,backtranslated,Female,33.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",784,3.0,2.0,irrelevant,wikipedia,backtranslated,Male,32.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",795,2.0,3.0,irrelevant,wikipedia,backtranslated,Female,77.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",782,3.0,2.0,irrelevant,wikipedia,backtranslated,Male,56.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",778,1.0,4.0,irrelevant,wikipedia,backtranslated,Female,42.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",777,1.0,4.0,irrelevant,wikipedia,backtranslated,Male,25.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",794,1.0,2.0,irrelevant,wikipedia,backtranslated,Male,18.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",803,2.0,3.0,n,wikipedia,backtranslated,Male,46.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",804,2.0,2.0,n,wikipedia,backtranslated,Male,45.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",807,2.0,3.0,n,wikipedia,backtranslated,Male,45.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",800,2.0,2.0,n,wikipedia,backtranslated,Female,43.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",799,3.0,2.0,n,wikipedia,backtranslated,Female,35.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",798,1.0,1.0,n,wikipedia,backtranslated,Male,30.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",801,1.0,1.0,n,wikipedia,backtranslated,Male,57.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",806,1.0,1.0,n,wikipedia,backtranslated,Female,48.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",809,2.0,3.0,n,wikipedia,backtranslated,,,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",797,3.0,2.0,n,wikipedia,backtranslated,Female,64.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",810,2.0,2.0,n,wikipedia,backtranslated,Female,34.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",805,2.0,2.0,n,wikipedia,backtranslated,Male,60.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",808,3.0,2.0,n,wikipedia,backtranslated,Male,26.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",802,3.0,2.0,n,wikipedia,backtranslated,Female,38.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",812,1.0,1.0,n,wikipedia,backtranslated,Female,53.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",796,2.0,3.0,n,wikipedia,backtranslated,Male,25.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",811,3.0,2.0,n,wikipedia,backtranslated,Female,31.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",821,1.0,3.0,relevant,wikipedia,backtranslated,Male,54.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",824,2.0,2.0,relevant,wikipedia,backtranslated,Male,27.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",818,1.0,3.0,relevant,wikipedia,backtranslated,Male,55.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",817,2.0,3.0,relevant,wikipedia,backtranslated,Male,78.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",816,2.0,3.0,relevant,wikipedia,backtranslated,Female,57.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",820,2.0,3.0,relevant,wikipedia,backtranslated,Female,45.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",823,3.0,3.0,relevant,wikipedia,backtranslated,Male,39.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",825,3.0,3.0,relevant,wikipedia,backtranslated,Female,33.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",815,2.0,3.0,relevant,wikipedia,backtranslated,Male,78.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",827,3.0,2.0,relevant,wikipedia,backtranslated,Male,70.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",826,2.0,2.0,relevant,wikipedia,backtranslated,Male,41.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",822,2.0,4.0,relevant,wikipedia,backtranslated,Female,40.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",828,3.0,2.0,relevant,wikipedia,backtranslated,Female,41.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",819,1.0,4.0,relevant,wikipedia,backtranslated,Female,48.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",814,2.0,3.0,relevant,wikipedia,backtranslated,Male,41.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr52,"In the east, it connects the baltic sea through the skagerrak and kattegat, reduce the strait between denmark and sweden, norway respectively.",813,2.0,3.0,relevant,wikipedia,backtranslated,Female,37.0,batch1,im52,im67,"the water,cannot say,the land","the yellow balls,the black balls,cannot say",cannot say,cannot say
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,781,4.0,1.0,irrelevant,wikipedia,backtranslated,Female,58.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,777,3.0,2.0,irrelevant,wikipedia,backtranslated,Male,25.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,790,3.0,2.0,irrelevant,wikipedia,backtranslated,Female,33.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,788,2.0,3.0,irrelevant,wikipedia,backtranslated,Male,49.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,780,3.0,3.0,irrelevant,wikipedia,backtranslated,Female,57.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,787,1.0,4.0,irrelevant,wikipedia,backtranslated,Female,71.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,789,3.0,2.0,irrelevant,wikipedia,backtranslated,Female,31.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,779,3.0,2.0,irrelevant,wikipedia,backtranslated,Male,56.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,778,2.0,3.0,irrelevant,wikipedia,backtranslated,Female,42.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,786,2.0,3.0,irrelevant,wikipedia,backtranslated,Male,55.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,784,2.0,3.0,irrelevant,wikipedia,backtranslated,Male,32.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,783,1.0,3.0,irrelevant,wikipedia,backtranslated,Female,30.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,792,4.0,4.0,irrelevant,wikipedia,backtranslated,Male,59.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,793,2.0,3.0,irrelevant,wikipedia,backtranslated,Male,54.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,785,1.0,4.0,irrelevant,wikipedia,backtranslated,Female,62.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,795,2.0,3.0,irrelevant,wikipedia,backtranslated,Female,77.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,791,3.0,2.0,irrelevant,wikipedia,backtranslated,Male,31.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
fr53,The central and southern iraq has begun to result in urban guerrilla warfare fight as multinational forces trying to control and prepare a counteroffensive.,794,4.0,1.0,irrelevant,wikipedia,backtranslated,Male,18.0,batch1,im53,im68,"the helicopter,the power lines,the big car","the shield,the trees,the building",the big car,the shield
